The Lord of the rings,Cinema Paradiso,Se7en,Avengers: Infinity War,The Shining,High and Low ,Terminator 2: Judgment Day,Toy Story,City of God,Witness for the Prosecution,12 Angry Men,Whiplash,Black Panther,Hamilton,The Dark Knight,Once Upon a Time in the West,The Great Dictator,Back to the Future,Aliens,Comedy nights with Kapil
The Silence of the Lambs,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Pulp Fiction,The Departed,The Silence of the Lambs,Harry Potter 2,,,,,,,,,,,,,,
The Lord of the rings,Billa,Gladiator,The Lord of the Rings: The Fellowship of the Ring,Whiplash,,,,,,,,,,,,,,,
The Shawshank Redemption,Seven Samurai,The Lord of the Rings: The Two Towers,The Dark Knight,The Lord of the Rings: The Return of the King,hand The Lives of Others,12 Angry Men,,,,,,,,,,,,,
The Pianist,Pulp Fiction,City of God,Braveheart,,,,,,,,,,,,,,,,
Alien,Once Upon a Time in the West,Whiplash,The Lord of the Rings: The Return of the King,Back to the Future,Apocalypse Now,,,,,,,,,,,,,,
It's a Wonderful Life,The Lord of the rings,Harry Potter 1,The Lion King,The Intouchables,Back to the Future,Indiana Jones and the Raiders of the Lost Ark,,,,,,,,,,,,,
Interstellar,Kanan Gill Comedy,Comedy nights with Kapil,The Pianist,Pulp Fiction,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,The Great Dictator,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,The Intouchables,Cinema Paradiso,Pulp Fiction,Princess Mononoke,2001: A Space Odyssey,,,,,,,,,,,,,,
Kanan Gill Comedy,The Great Dictator,Dangal,Whiplash,,,,,,,,,,,,,,,,
The Dark Knight,The Prestige,Back to the Future,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,Parasite,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,
Billa,The Lord of the Rings: The Fellowship of the Ring,Pulp Fiction,,,,,,,,,,,,,,,,,
Apocalypse Now,,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,
The Pianist,,,,,,,,,,,,,,,,,,,
The Lord of the rings,Modern Times,Prision Break,Once Upon a Time in the West,,,,,,,,,,,,,,,,
The Silence of the Lambs,"The Good, the Bad and the Ugly",Requiem for a Dream,,,,,,,,,,,,,,,,,
Gladiator,The Lord of the Rings: The Fellowship of the Ring,Casablanca,The Silence of the Lambs,The Lord of the Rings: The Return of the King,Braveheart,,,,,,,,,,,,,,
Se7en,The Prestige,Once Upon a Time in America,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,
Interstellar,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Aliens,Pulp Fiction,The Prestige,The Departed,Whiplash,sLéon: The Professionalpoo,Witness for the Prosecution,12 Angry Men,,,,,,,,,
Interstellar,Billa,inception,Gladiator,The Lord of the Rings: The Fellowship of the Ring,The Green Mile Whiplash,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
Whiplash,Witness for the Prosecution,,,,,,,,,,,,,,,,,,
Pulp Fiction,whole wheat Star Wars: Episode V - The Empire Strikes Back,The Silence of the Lambs,,,,,,,,,,,,,,,,,
It's a Wonderful Life,Interstellar,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Once Upon a Time in the West,Pulp Fiction,The Departed,Whiplash,,,,,,,,,,,
The Lord of the Rings: The Return of the King,"The Good, the Bad and the Ugly",American History X,Witness for the Prosecution,Braveheart,12 Angry Men,,,,,,,,,,,,,,
The Shawshank Redemption,Seven Samurai,The Lord of the Rings: The Fellowship of the Ring,Hara-Kiri,Black Panther,,,,,,,,,,,,,,,
Interstellar,inception,The Lord of the Rings: The Fellowship of the Ring,Pulp Fiction,Prision Break,,,,,,,,,,,,,,,
It's a Wonderful Life,Hara-Kiri,Witness for the Prosecution,Paths of Glory,,,,,,,,,,,,,,,,
Kanan Gill Comedy,Terminator 2: Judgment Day,The Dark Knight,Hara-Kiri,Back to the Future,Apocalypse Now,City of God,,,,,,,,,,,,,
The Shawshank Redemption,The Lord of the Rings: The Fellowship of the Ring,Schindler's List,The Intouchables,Comedy nights with Kapil,Once Upon a Time in the West,Pulp Fiction,Taare Zameen Par,,,,,,,,,,,,
The Silence of the Lambs,Parasite,Django Unchained,,,,,,,,,,,,,,,,,
Billa,The Lord of the Rings: The Fellowship of the Ring,Terminator 2: Judgment Day,The Dark Knight,The Usual Suspects,The Shining,Star Wars: Episode V - The Empire Strikes Back,The Silence of the Lambs,,,,,,,,,,,,
The Wolf of Wall Street,The Silence of the Lambs,,,,,,,,,,,,,,,,,,
The Dark Knight,Black Panther,Capernaum,,,,,,,,,,,,,,,,,
The Godfather: Part II,Pulp Fiction,Casablanca,City of God,,,,,,,,,,,,,,,,
The Godfather: Part II,The Shawshank Redemption,Avengers: Endgame,inception,Schindler's List,Once Upon a Time in the West,Pulp Fiction,The Dark Knight Rises,Witness for the Prosecution,City Lights,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Prision Break,,,,,,,,,,,,,,,,,
The Godfather: Part II,inception,Back to the Future,The Lord of the Rings: The Return of the King,The Hunt,,,,,,,,,,,,,,,
The Dark Knight,Pulp Fiction,12 Angry Men,,,,,,,,,,,,,,,,,
The Godfather: Part II,The Departed,sLéon: The Professionalpoo,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Apocalypse Now,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,Whiplash,,,,,,,,,,,,,,,,,,
It's a Wonderful Life,Gladiator,The Dark Knight,The Silence of the Lambs,Pulp Fiction,Casablanca,Das Boot,Witness for the Prosecution,,,,,,,,,,,,
The Silence of the Lambs,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Comedy nights with Kapil,Alien,The Pianist,,,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,The Dark Knight,Schindler's List,Star Wars: Episode V - The Empire Strikes Back,"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,The Lord of the rings,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,,,
Whiplash,,,,,,,,,,,,,,,,,,,
The Dark Knight,Prision Break,The Lord of the Rings: The Return of the King,Back to the Future,,,,,,,,,,,,,,,,
Hara-Kiri,,,,,,,,,,,,,,,,,,,
Casablanca,The Silence of the Lambs,,,,,,,,,,,,,,,,,,
Seven Samurai,The Lion King,The Dark Knight,Schindler's List,Se7en,Fight Club,Comedy nights with Kapil,,,,,,,,,,,,,
The Godfather: Part II,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,The Godfather: Part II,Interstellar,inception,The Pianist,Pulp Fiction,Game of thrones,Star Wars: Episode V - The Empire Strikes Back,Parasite,Braveheart,,,,,,,,,,
Harry Potter 2,,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,Harry Potter 2,Braveheart,,,,,,,,,,,,,,,,,
Léon: The Professional,The Lord of the Rings: The Fellowship of the Ring,The Usual Suspects,Avengers: Infinity War,The Silence of the Lambs,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,
Se7en,psycho,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Terminator 2: Judgment Day,Modern Times,The Silence of the Lambs,,,,,,,,,,,,,,,,
One Flew Over the Cuckoo's Nest,Pulp Fiction,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,
Seven Samurai,Inglourious Basterds,Spider-Man: Into the Spider-Verse,,,,,,,,,,,,,,,,,
City of God,,,,,,,,,,,,,,,,,,,
whole wheat Star Wars: Episode V - The Empire Strikes Back,The Lord of the Rings: The Return of the King,Apocalypse Now,Whiplash,,,,,,,,,,,,,,,,
The Dark Knight,Prision Break,Whiplash,,,,,,,,,,,,,,,,,
Pulp Fiction,Casablanca,crimes of grindelwald,,,,,,,,,,,,,,,,,
Harry Potter 2,,,,,,,,,,,,,,,,,,,
The Great Dictator,Harry Potter 2,,,,,,,,,,,,,,,,,,
The Lord of the rings,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,
It's a Wonderful Life,The Lord of the Rings: The Fellowship of the Ring,Once Upon a Time in the West,Witness for the Prosecution,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Whiplash,,,,,,,,,,,,,,,,,,
Parasite,The Lives of Others,,,,,,,,,,,,,,,,,,
The Dark Knight,Se7en,The Silence of the Lambs,,,,,,,,,,,,,,,,,
The Lion King,Parasite,Whiplash,,,,,,,,,,,,,,,,,
Prision Break,The Lord of the Rings: The Return of the King,Harry Potter 2,,,,,,,,,,,,,,,,,
Billa,The Lion King,Pulp Fiction,Whiplash,Back to the Future,psycho,,,,,,,,,,,,,,
inception,Prision Break,Joker,The Shining,Black Panther,The Silence of the Lambs,The Lord of the Rings: The Return of the King,Parasite,Back to the Future,Harry Potter 2,,,,,,,,,,
The Lord of the Rings: The Return of the King,Parasite,,,,,,,,,,,,,,,,,,
The Dark Knight,Schindler's List,,,,,,,,,,,,,,,,,,
Billa,The Lord of the Rings: The Fellowship of the Ring,The Intouchables,The Silence of the Lambs,Requiem for a Dream,,,,,,,,,,,,,,,
Black Panther,whole wheat Star Wars: Episode V - The Empire Strikes Back,,,,,,,,,,,,,,,,,,
whole wheat Star Wars: Episode V - The Empire Strikes Back,Prision Break,Witness for the Prosecution,,,,,,,,,,,,,,,,,
The Pianist,,,,,,,,,,,,,,,,,,,
Whiplash,The Lives of Others,Witness for the Prosecution,City Lights,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
The Dark Knight,,,,,,,,,,,,,,,,,,,
Harry Potter 2,,,,,,,,,,,,,,,,,,,
It's a Wonderful Life,Interstellar,Kanan Gill Comedy,Terminator 2: Judgment Day,The Dark Knight,Good Will Hunting,nonfat The Intouchables,Aliens,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,The Intouchables,,,,,,,,,,,,,,,,,,
The Intouchables,The Silence of the Lambs,2001: A Space Odyssey,,,,,,,,,,,,,,,,,
Indiana Jones and the Raiders of the Lost Ark,,,,,,,,,,,,,,,,,,,
The Silence of the Lambs,psycho,,,,,,,,,,,,,,,,,,
The Lord of the rings,Kanan Gill Comedy,The Lord of the Rings: The Fellowship of the Ring,Fight Club,Prision Break,Back to the Future,Witness for the Prosecution,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,inception,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Pulp Fiction,,,,,,,,,,,,,,,
Terminator 2: Judgment Day,The Hunt,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,The Departed,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
The Dark Knight,The Intouchables,Aliens,The Departed,The Silence of the Lambs,Back to the Future,Apocalypse Now,,,,,,,,,,,,,
The Wolf of Wall Street,The Intouchables,,,,,,,,,,,,,,,,,,
The Lord of the rings,Joker,Pulp Fiction,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,
Parasite,,,,,,,,,,,,,,,,,,,
Hamilton,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
Billa,The Dark Knight,One Flew Over the Cuckoo's Nest,Black Panther,Star Wars: Episode V - The Empire Strikes Back,Whiplash,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,Hamilton,,,,,,,,,,,,,,,,,,
Black Panther,The Silence of the Lambs,The Lord of the Rings: The Return of the King,Capernaum,,,,,,,,,,,,,,,,
Whiplash,Princess Mononoke,3 Idiots,,,,,,,,,,,,,,,,,
Billa,inception,The Dark Knight,Once Upon a Time in the West,Black Panther,extra dark The Silence of the Lambs,Whiplash,crimes of grindelwald,3 Idiots,,,,,,,,,,,
It's a Wonderful Life,The Lion King,The Dark Knight,Fight Club,,,,,,,,,,,,,,,,
The Lord of the rings,The Silence of the Lambs,The Kid,,,,,,,,,,,,,,,,,
The Godfather: Part II,,,,,,,,,,,,,,,,,,,
The Godfather: Part II,Pulp Fiction,,,,,,,,,,,,,,,,,,
The Godfather: Part II,Billa,The Lion King,Schindler's List,Modern Times,The Usual Suspects,The Pianist,Pulp Fiction,Witness for the Prosecution,Braveheart,Whiplash,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,,,,,
The Intouchables,Back to the Future,12 Angry Men,,,,,,,,,,,,,,,,,
The Shawshank Redemption,The Dark Knight,The Intouchables,whole wheat Star Wars: Episode V - The Empire Strikes Back,Once Upon a Time in America,The Silence of the Lambs,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,
The Dark Knight,,,,,,,,,,,,,,,,,,,
The Lion King,The Dark Knight,Schindler's List,Casablanca,The Silence of the Lambs,,,,,,,,,,,,,,,
The Dark Knight,,,,,,,,,,,,,,,,,,,
inception,The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,,,,
Gladiator,Back to the Future,,,,,,,,,,,,,,,,,,
Star Wars: Episode IV - A New Hope,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,The Pianist,,,,,,,,,,,,,,,,,,
City Lights,,,,,,,,,,,,,,,,,,,
Pulp Fiction,The Lord of the Rings: The Return of the King,12 Angry Men,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Schindler's List,Avengers: Infinity War,Aliens,The Lord of the Rings: The Return of the King,Harry Potter 2,Reservoir Dogs,Vertigo ,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
Schindler's List,Comedy nights with Kapil,Pulp Fiction,coco,American Beauty ,,,,,,,,,,,,,,,
The Silence of the Lambs,Back to the Future,12 Angry Men,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,The Intouchables,The Pianist,The Silence of the Lambs,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,
The Dark Knight,,,,,,,,,,,,,,,,,,,
Interstellar,Billa,The Wolf of Wall Street,The Dark Knight,Schindler's List,The Intouchables,Comedy nights with Kapil,Cinema Paradiso,,,,,,,,,,,,
The Shawshank Redemption,Pulp Fiction,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
Back to the Future,Toy Story,,,,,,,,,,,,,,,,,,
The Lion King,The Dark Knight,The Silence of the Lambs,psycho,,,,,,,,,,,,,,,,
Once Upon a Time in the West,Harry Potter 2,American History X,Princess Mononoke,Braveheart,12 Angry Men,,,,,,,,,,,,,,
One Flew Over the Cuckoo's Nest,,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,inception,The Lord of the Rings: The Fellowship of the Ring,The Pianist,Taare Zameen Par,The Prestige,The Departed,Witness for the Prosecution,,,,,,,,,,,,
inception,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,The Intouchables,Back to the Future,Parasite,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,Modern Times,Apocalypse Now,,,,,,,,,,,,,,,,,
The Lion King,The Dark Knight,Schindler's List,Das Boot,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
Saaho,inception,Once Upon a Time in the West,The Pianist,Parasite,,,,,,,,,,,,,,,
inception,Terminator 2: Judgment Day,The Silence of the Lambs,Comedy nights with Kapil,Pulp Fiction,,,,,,,,,,,,,,,
The Lord of the rings,Once Upon a Time in the West,Pulp Fiction,"The Good, the Bad and the Ugly",Apocalypse Now,,,,,,,,,,,,,,,
Django Unchained,The Green Mile,,,,,,,,,,,,,,,,,,
The Godfather: Part II,The Dark Knight,Pulp Fiction,The Departed,extra dark The Silence of the Lambs,Harry Potter 2,,,,,,,,,,,,,,
The Dark Knight,crimes of grindelwald,,,,,,,,,,,,,,,,,,
It's a Wonderful Life,Billa,The Dark Knight,Schindler's List,The Intouchables,The Usual Suspects,,,,,,,,,,,,,,
The Silence of the Lambs,Casablanca,,,,,,,,,,,,,,,,,,
The Shawshank Redemption,Rear Window,2001: A Space Odyssey,,,,,,,,,,,,,,,,,
City of God,,,,,,,,,,,,,,,,,,,
Comedy nights with Kapil,Casablanca,City of God,,,,,,,,,,,,,,,,,
inception,whole wheat Star Wars: Episode V - The Empire Strikes Back,,,,,,,,,,,,,,,,,,
Pulp Fiction,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Harry Potter 2,crimes of grindelwald,,,,,,,,,,,,,,,,,
The Dark Knight,Captain America,whole wheat Star Wars: Episode V - The Empire Strikes Back,Casablanca,The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,
The Godfather: Part II,The Shawshank Redemption,Billa,inception,The Dark Knight,The Intouchables,Pulp Fiction,Casablanca,psycho,,,,,,,,,,,
Whiplash,Toy Story,,,,,,,,,,,,,,,,,,
Seven Samurai,Pulp Fiction,Parasite,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
The Lion King,The Dark Knight,Spider-Man: Into the Spider-Verse,,,,,,,,,,,,,,,,,
It's a Wonderful Life,The Lion King,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Schindler's List,Black Panther,Prision Break,The Silence of the Lambs,The Lord of the Rings: The Return of the King,,,,,,,,,,,
The Lives of Others,,,,,,,,,,,,,,,,,,,
Interstellar,The Lord of the Rings: The Two Towers,The Lord of the rings,The Dark Knight,Inglourious Basterds,The Lives of Others,,,,,,,,,,,,,,
The Shawshank Redemption,Léon: The Professional,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,The Intouchables,Pulp Fiction,The Lord of the Rings: The Return of the King,Harry Potter 2,The Pianist,12 Angry Men,,,,,,,,,,
The Lord of the Rings: The Return of the King,,,,,,,,,,,,,,,,,,,
Billa,Schindler's List,The Intouchables,Pulp Fiction,whole wheat Star Wars: Episode V - The Empire Strikes Back,The Silence of the Lambs,Harry Potter 2,The Hunt,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,,,,,,,,,,,,,,,,,,,
Interstellar,The Lord of the rings,Schindler's List,Pulp Fiction,The Prestige,The Departed,City of God,The Lives of Others,12 Angry Men,,,,,,,,,,,
Léon: The Professional,It's a Wonderful Life,Interstellar,The Lord of the rings,inception,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,Back to the Future,,,,,,,,,,,,
Léon: The Professional,The Lord of the Rings: The Two Towers,inception,Terminator 2: Judgment Day,The Dark Knight,The Silence of the Lambs,12 Angry Men,,,,,,,,,,,,,
The Silence of the Lambs,The Lord of the Rings: The Return of the King,crimes of grindelwald,Toy Story,12 Angry Men,,,,,,,,,,,,,,,
Pulp Fiction,,,,,,,,,,,,,,,,,,,
Casablanca,"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,
It's a Wonderful Life,The Dark Knight,Casablanca,The Silence of the Lambs bread,,,,,,,,,,,,,,,,
The Lion King,Cinema Paradiso,Casablanca,Parasite,12 Angry Men,,,,,,,,,,,,,,,
Interstellar,The Lord of the rings,Billa,The Intouchables,Modern Times,Once Upon a Time in the West,Pulp Fiction,The Silence of the Lambs,,,,,,,,,,,,
Interstellar,The Lord of the rings,Kanan Gill Comedy,whole wheat Star Wars: Episode V - The Empire Strikes Back,Prision Break,Whiplash,Reservoir Dogs,,,,,,,,,,,,,
Pulp Fiction,American Beauty ,,,,,,,,,,,,,,,,,,
The Lord of the rings,Billa,The Wolf of Wall Street,The Dark Knight,The Silence of the Lambs,Schindler's List,Comedy nights with Kapil,Once Upon a Time in the West,Oldboy,Parasite,,,,,,,,,,
Léon: The Professional,Interstellar,The Wolf of Wall Street,The Dark Knight,The Shining,Pulp Fiction,The Dark Knight Rises,Game of thrones,The Prestige,Whiplash,The Green Mile,,,,,,,,,
One Flew Over the Cuckoo's Nest,Casablanca,The Silence of the Lambs,,,,,,,,,,,,,,,,,
Interstellar,The Lord of the rings,The Lord of the Rings: The Fellowship of the Ring,Pulp Fiction,,,,,,,,,,,,,,,,
Seven Samurai,The Dark Knight,Black Panther,The Departed,,,,,,,,,,,,,,,,
The Lord of the Rings: The Two Towers,The Dark Knight,The Prestige,Eternal Sunshine of the Spotless Mind,Amadeus ,Memento,Spider-Man: Into the Spider-Verse,Whiplash,Harry Potter 2,Witness for the Prosecution,12 Angry Men,,,,,,,,,
Interstellar,The Lord of the rings,The Dark Knight,The Pianist,Pulp Fiction,Casablanca,Taare Zameen Par,Snatch,Back to the Future,,,,,,,,,,,
inception,The Dark Knight,The Lives of Others,,,,,,,,,,,,,,,,,
The Lord of the rings,Billa,Saaho,The Lord of the Rings: The Fellowship of the Ring,Once Upon a Time in the West,Back to the Future,Back to the Future,Harry Potter 1,Das Boot,American History X,psycho,Django Unchained,,,,,,,,
The Intouchables,The Silence of the Lambs,,,,,,,,,,,,,,,,,,
Billa,inception,The Lord of the Rings: The Fellowship of the Ring,Comedy nights with Kapil,whole wheat Star Wars: Episode V - The Empire Strikes Back,Spider-Man: Into the Spider-Verse,Toy Story,,,,,,,,,,,,,
The Godfather: Part II,inception,12 Angry Men,,,,,,,,,,,,,,,,,
Interstellar,The Lord of the Rings: The Fellowship of the Ring,The Dark Knight,whole wheat Star Wars: Episode V - The Empire Strikes Back,Casablanca,Apocalypse Now,Whiplash,,,,,,,,,,,,,
Whiplash,,,,,,,,,,,,,,,,,,,
"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,,
Pulp Fiction,"The Good, the Bad and the Ugly",,,,,,,,,,,,,,,,,,
The Lord of the Rings: The Fellowship of the Ring,Pulp Fiction,Léon: The Professional,The Silence of the Lambs,The Lord of the Rings: The Return of the King,Parasite,Capernaum,The Pianist,psycho,,,,,,,,,,,
